,Date,Open,High,Low,Close,Adj Close,Volume
0,1992-02-13,2.0,2.09375,2.0,2.046875,1.6649078130722046,18506400
1,1992-02-14,2.0625,2.28125,2.0625,2.25,1.830127477645874,3128000
2,1992-02-18,2.21875,2.28125,2.0625,2.0625,1.6776165962219238,2584800
3,1992-02-19,2.09375,2.15625,2.03125,2.15625,1.7538719177246094,2454400
4,1992-02-20,2.125,2.28125,2.125,2.21875,1.8047089576721191,1304000
5,1992-02-21,2.21875,2.28125,2.21875,2.28125,1.8555456399917603,616800
6,1992-02-24,2.21875,2.3125,2.21875,2.3125,1.880964994430542,772800
7,1992-02-25,2.265625,2.3125,2.25,2.28125,1.8555456399917603,517600
8,1992-02-26,2.3125,2.34375,2.25,2.34375,1.9063817262649536,851200
9,1992-02-27,2.28125,2.4375,2.28125,2.40625,1.9572190046310425,555200
10,1992-02-28,2.4375,2.59375,2.375,2.53125,2.0588936805725098,1108800
11,1992-03-02,2.59375,2.609375,2.46875,2.5625,2.0843112468719482,873600
12,1992-03-03,2.546875,2.5625,2.4375,2.46875,2.0080556869506836,512000
13,1992-03-04,2.46875,2.53125,2.4375,2.4375,1.9826384782791138,163200
14,1992-03-05,2.53125,2.53125,2.34375,2.34375,1.9063817262649536,707200
15,1992-03-06,2.390625,2.4375,2.34375,2.34375,1.9063817262649536,765600
16,1992-03-09,2.34375,2.4375,2.34375,2.390625,1.9445101022720337,766400
17,1992-03-10,2.34375,2.4375,2.34375,2.4375,1.9826384782791138,93600
18,1992-03-11,2.5,2.53125,2.4375,2.453125,1.995347261428833,222400
19,1992-03-12,2.4375,2.53125,2.4375,2.4375,1.9826384782791138,89600
20,1992-03-13,2.4375,2.5625,2.4375,2.53125,2.0588936805725098,211200
21,1992-03-16,2.5,2.5625,2.5,2.5625,2.0843112468719482,94400
22,1992-03-17,2.46875,2.5625,2.46875,2.46875,2.0080556869506836,150400
23,1992-03-18,2.46875,2.46875,2.46875,2.46875,2.0080556869506836,52000
24,1992-03-19,2.5625,2.5625,2.4375,2.4375,1.9826384782791138,68800
25,1992-03-20,2.4375,2.53125,2.4375,2.53125,2.0588936805725098,124800
26,1992-03-23,2.4375,2.515625,2.4375,2.484375,2.0207648277282715,314400
27,1992-03-24,2.46875,2.515625,2.4375,2.4375,1.9826384782791138,437600
28,1992-03-25,2.53125,2.53125,2.4375,2.46875,2.0080556869506836,79200
29,1992-03-26,2.40625,2.421875,2.40625,2.40625,1.9572190046310425,47200
30,1992-03-27,2.5,2.5,2.4375,2.5,2.0334739685058594,79200
31,1992-03-30,2.4375,2.5,2.4375,2.46875,2.0080556869506836,46400
32,1992-03-31,2.4375,2.5,2.4375,2.5,2.0334739685058594,107200
33,1992-04-01,2.4375,2.5,2.40625,2.4375,1.9826384782791138,356000
34,1992-04-02,2.5,2.5,2.4375,2.46875,2.0080556869506836,51200
35,1992-04-03,2.4375,2.5,2.4375,2.46875,2.0080556869506836,116800
36,1992-04-06,2.4375,2.5,2.4375,2.4375,1.9826384782791138,71200
37,1992-04-07,2.4375,2.5625,2.4375,2.5,2.0334739685058594,116000
38,1992-04-08,2.4375,2.5,2.4375,2.5,2.0334739685058594,247200
39,1992-04-09,2.4375,2.53125,2.4375,2.46875,2.0080556869506836,36000
40,1992-04-10,2.46875,2.53125,2.46875,2.46875,2.0080556869506836,87200
41,1992-04-13,2.46875,2.53125,2.46875,2.46875,2.0080556869506836,16000
42,1992-04-14,2.53125,2.53125,2.46875,2.46875,2.0080556869506836,25600
43,1992-04-15,2.46875,2.5,2.4375,2.4375,1.9826384782791138,84800
44,1992-04-16,2.46875,2.5,2.4375,2.4375,1.9826384782791138,62400
45,1992-04-20,2.40625,2.40625,2.375,2.375,1.9357715845108032,59200
46,1992-04-21,2.375,2.375,2.375,2.375,1.9357715845108032,7200
47,1992-04-22,2.375,2.46875,2.375,2.46875,2.01218318939209,7200
48,1992-04-23,2.375,2.421875,2.375,2.375,1.9357715845108032,179200
49,1992-04-24,2.375,2.4375,2.34375,2.40625,1.9612420797348022,252800
50,1992-04-27,2.34375,2.4375,2.34375,2.34375,1.9103014469146729,62400
51,1992-04-28,2.3125,2.34375,2.25,2.25,1.8338894844055176,99200
52,1992-04-29,2.34375,2.34375,2.25,2.28125,1.8593591451644897,552000
53,1992-04-30,2.34375,2.34375,2.25,2.25,1.8338894844055176,128000
54,1992-05-01,2.3125,2.3125,2.3125,2.3125,1.8848308324813843,6400
55,1992-05-04,2.25,2.3125,2.25,2.3125,1.8848308324813843,38400
56,1992-05-05,2.25,2.25,2.203125,2.25,1.8338894844055176,55200
57,1992-05-06,2.1875,2.25,2.1875,2.1875,1.7829467058181763,461600
58,1992-05-07,2.1875,2.1875,2.125,2.125,1.732006549835205,28800
