date,Returns,Cumulative Returns,Cumulative Log Returns
2010-01-04,0.014801776440796839,1.0148017764407968,0.014693299274367343
2010-01-05,0.00425774475178727,1.019122543378542,0.018942005477774512
2010-01-06,0.003687727069389874,1.0228807891687846,0.022622949552469303
2010-01-07,0.006716380932694922,1.0297508461975777,0.029316876084215675
2010-01-08,0.003017648457681517,1.0328582722504023,0.03232998057988175
2010-01-11,0.003051184175785501,1.0360097130665218,0.035376519340176646
2010-01-12,-0.011162456781694587,1.024445299419001,0.02415129480579669
2010-01-13,0.010684263805179998,1.0353907432519702,0.034778885182970155
2010-01-14,0.0022163969848231404,1.0376855801734277,0.036992829583261645
2010-01-15,-0.01218964480229072,1.0250365615346546,0.024728281744126543
2010-01-18,0.0,1.0250365615346546,0.024728281744126543
2010-01-19,0.013427956605959284,1.0388007080024635,0.03806688236423668
2010-01-20,-0.009722612962507569,1.0287008507733768,0.028296696191908575
2010-01-21,-0.016473438050885882,1.011754611035268,0.011686062248273892
2010-01-22,-0.022820588957073396,0.9886657749314085,-0.011398946910218699
2010-01-25,0.004525405914037247,0.9931398888762892,-0.0068837498576173935
2010-01-26,-0.0034744479255358583,0.9896892760496161,-0.010364247694813837
2010-01-27,0.004992215576302059,0.99463001826921,-0.0053844519089946774
2010-01-28,-0.012777968037727131,0.9819206676864022,-0.018244760361132793
2010-01-29,-0.00942709038204025,0.9726640128041292,-0.02771656701113274
2010-02-01,0.01665583477636042,0.9888645438943064,-0.011197919435013918
2010-02-02,0.014228716795757036,1.002934817438744,0.002930519269552243
2010-02-03,-0.008577674461087448,0.9943319690690643,-0.005684155175597262
2010-02-04,-0.03298488237426758,0.9615340460283474,-0.03922530529434409
2010-02-05,0.0024085958322058237,0.9638499929241352,-0.036819605479787944
2010-02-08,-0.007395182173650743,0.9567221466383892,-0.0442422675763087
2010-02-09,0.013142669707781196,0.9692960298137769,-0.031185213423277697
2010-02-10,-0.002820687726260928,0.9665619483993678,-0.03400988678575091
2010-02-11,0.011799374088599782,0.9779667744083378,-0.022279582522024798
2010-02-12,-0.0004634821502746837,0.9775135042648379,-0.022743172113350595
2010-02-15,0.0,0.9775135042648379,-0.022743172113350595
2010-02-16,0.020778463147634263,0.9978247325895195,-0.0021776367412096563
2010-02-17,0.004849928997352227,1.0026641116943806,0.0026605692390900635
2010-02-18,0.0056430709732976855,1.0083222164390506,0.008287777734795663
2010-02-19,0.006072920759149114,1.0144456773591746,0.014342332629455772
2010-02-22,-0.000657358295393085,1.013778823077937,0.01368475817936589
2010-02-23,-0.013327476906488975,1.0002677092250782,0.00026767339735748324
2010-02-24,0.00994833810000783,1.0102187105869695,0.010166852546267603
2010-02-25,-0.0008286050645961815,1.0093816382470273,0.009337903998740684
2010-02-26,0.0013091232760306046,1.0107030432440542,0.010646171120021876
2010-03-01,0.01397806516329949,1.0248307162432646,0.02452744406618191
2010-03-02,0.0034001187943749553,1.028315262422616,0.027921795526033036
2010-03-03,0.0008384290452318264,1.0291774318062863,0.028759873285971144
2010-03-04,0.0038716725031969685,1.0331620697699215,0.03262407015444229
2010-03-05,0.01722061127956747,1.0509537521622228,0.04969808727507667
2010-03-08,0.0011048469653323215,1.0521148952260038,0.050802324346185763
2010-03-09,0.0013209392553165682,1.053504675092211,0.05212239192877764
2010-03-10,0.005170376491617808,1.0589516908981171,0.057279447918806424
2010-03-11,0.003741352783254939,1.0629136027541914,0.0610138192497029
2010-03-12,0.0006643155367383,1.0636197127747116,0.06167791422655052
2010-03-15,-0.0010325436994611395,1.0625214789416633,0.060644837086611704
2010-03-16,0.010376438031048915,1.07354666722456,0.07096780942214814
2010-03-17,0.008138525282669094,1.0822837539178922,0.07907339550491822
2010-03-18,-0.0019534907130259,1.0801695226557548,0.07711799424034081
2010-03-19,-0.00777320960547175,1.0717731385467093,0.0693144157629783
2010-03-22,0.007662026497992763,1.079985092734091,0.07694723801687604
2010-03-23,0.007342830604053822,1.0879152403249408,0.084263241285962
2010-03-24,-0.00650743830195427,1.0808356990207706,0.07773453730042773
2010-03-25,-0.002929980036215149,1.077668872000211,0.07480025646982408
2010-03-26,0.0016104606710209543,1.079404415334951,0.07640942173966724
